,title,product_description,rating,reviews_count,product_details,total_price,product_specifications,product_category,1_star,2_stars,3_stars,4_stars,5_stars,negative_reviews,cleaned_product_description,cleaned_product_details
219,Apple iPhone 12 mini - 128 GB - Green - AT&T,"[""iPhone 12 Mini."",""Sharp display quality."",""Small but powerful."",""With the same A14 Bionic processor as its larger siblings, this phone is responsive and showcases raw power fast ahead of the entire pack."",""Excellent night vision."",""Distinct audio."",""Buy your Apple iPhone 12 Mini at Reebelo.""]",4.5,16816,"Apple unveiled the iPhone 12 Mini during their virtual event on October 13th. The smallest iPhone in their 2020 lineup, the iPhone 12 Mini is equipped with all the same features as the larger iPhone 12, only it comes in a much more compact form factor that's roughly the size of the iPhone 7. The iPhone 12 Mini features a 5.4-inch OLED display, 5G, better drop protection, improved water resistance, MagSafe magnetic charging, and is powered by the same A14 Bionic chip as its more premium siblings. As for the camera, you’ll find a primary wide and secondary ultra-wide cameras on the back, along with the lastest features like Portrait mode, Night Mode, Smart HDR 3, and the ability to record Dolby Vision HDR video.",287.5,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A2176""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""2.5 in""}]",iPhone,1044,376,647,2205,12544,1420,"iphone 12 mini. , sharp display quality. , small powerful. , a14 bionic processor larger siblings, phone responsive showcases raw power fast ahead entire pack. , excellent night vision. , distinct audio. , buy apple iphone 12 mini reebelo.","apple unveiled iphone 12 mini virtual event october 13th. smallest iphone 2020 lineup, iphone 12 mini equipped features larger iphone 12, comes much compact form factor roughly size iphone 7. iphone 12 mini features 5.4-inch oled display, 5g, better drop protection, improved water resistance, magsafe magnetic charging, powered a14 bionic chip premium siblings. camera, find primary wide secondary ultra-wide cameras back, along lastest features like portrait mode, night mode, smart hdr 3, ability record dolby vision hdr video."
220,iPhone 15 Pro Max 512gb Blue Titanium Unlocked- Apple,"[""Forged in titanium"",""A display of true intelligence"",""Dynamic Island"",""Always-On display"",""A17 Pro chip - a monster win for gaming"",""Mega powerful 48MP camera"",""120 mm of pure pro zoom"",""Choose your default main camera lens"",""Next‑generation portraits"",""Night mode and Smart HDR""]",4.7,18385,"Apple iPhone 15 Pro Max is designed with aerospace-grade titanium that's strong yet lightweight to deliver an extremely lightweight model. The design also features contoured edges and a customizable Action button, allowing users to personalize their iPhone experience. Powerful camera upgrades enable the equivalent of seven pro lenses with incredible image quality, including an advanced 48MP main camera system that supports super-high-resolution photos, the next generation of portraits with focus and depth control, improvements to night mode and Smart HDR, and a 5x telephoto camera. A17 Pro unlocks next-level gaming experiences and pro performance. The USB‐C connector is supercharged with USB 3 speeds - up to 20x faster than USB 2 - and together with different video formats, enables powerful pro workflows.",1505.18,"[{""specification_name"":""size"",""specification_value"":""512GB""},{""specification_name"":""color"",""specification_value"":""Blue Titanium""}]",iPhone,803,182,414,1191,15795,985,"forged titanium , display true intelligence , dynamic island , always-on display , a17 pro chip - monster win gaming , mega powerful 48mp camera , 120 mm pure pro zoom , choose default main camera lens , next generation portraits , night mode smart hdr","apple iphone 15 pro max designed aerospace-grade titanium strong yet lightweight deliver extremely lightweight model. design also features contoured edges customizable action button, allowing users personalize iphone experience. powerful camera upgrades enable equivalent seven pro lenses incredible image quality, including advanced 48mp main camera system supports super-high-resolution photos, next generation portraits focus depth control, improvements night mode smart hdr, 5x telephoto camera. a17 pro unlocks next-level gaming experiences pro performance. usb c connector supercharged usb 3 speeds - 20x faster usb 2 - together different video formats, enables powerful pro workflows."
222,Apple iPhone 15 256GB Yellow,"[""Become a Super Recruiter and earn rewards"",""Double Data"",""Earn £5 when recommending a friend"",""Free EU Roaming"",""Free calls and texts to same network""]",4.6,17335,"The Apple iPhone 15 256GB Yellow is a compact smartphone with very good cameras. You can save all your photos and apps on the 256GB storage. With the 48-megapixel camera, you can take photos where the smallest details are visible. The quality stays good when you zoom in. To really zoom in without loss of quality, you need the telephoto lens of the iPhone 15 Pro. You can easily multitask thanks to the Dynamic Island at the top of your screen. Here you can pause your music or read a message without having to open the app. Are you always downloading movies, series, and podcasts? Choose the 512GB storage. This iPhone has a USB-C port, so old Lightning accessories like your charger don't fit anymore.",1735.56,"[{""specification_name"":""RAM Memory"",""specification_value"":""6 GB RAM""},{""specification_name"":""Internal Memory"",""specification_value"":""256 GB""},{""specification_name"":""Type of plug"",""specification_value"":""Plug EU""},{""specification_name"":""IP rating"",""specification_value"":""IP68""},{""specification_name"":""Compatible"",""specification_value"":""Windows""}]",iPhone,963,205,497,1265,14405,1168,"become super recruiter earn rewards , double data , earn 5 recommending friend , free eu roaming , free calls texts network","apple iphone 15 256gb yellow compact smartphone good cameras. save photos apps 256gb storage. 48-megapixel camera, take photos smallest details visible. quality stays good zoom in. really zoom without loss quality, need telephoto lens iphone 15 pro. easily multitask thanks dynamic island top screen. pause music read message without open app. always downloading movies, series, podcasts choose 512gb storage. iphone usb-c port, old lightning accessories like charger fit anymore."
223,Apple iPhone 7 Plus - Black - 256GB,"[""Retina HD Display: Multi-Touch display with IPS technology"",""5.5-inch (diagonal) LED-backlit widescreen"",""Built to be water resistant"",""An advanced solid-state Home button"",""ƒ/1.8 aperture"",""Quad-LED True Tone flash"",""Optical image stabilization"",""Slo-mo video""]",4.5,24798,"iPhone 7 Plus dramatically improves the most important aspects of the iPhone experience. It introduces advanced new camera systems. The best performance and battery life ever in an iPhone. Immersive stereo speakers. The brightest, most colorful iPhone display. Splash and water resistance. And it looks every bit as powerful as it is. This is iPhone 7 Plus. The iPhone 7 was released on September 16, 2016.",192.6,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A1784""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""77.9 mm""}]",iPhone,1430,440,955,3147,18826,1870,"retina hd display multi-touch display ips technology , 5.5-inch diagonal led-backlit widescreen , built water resistant , advanced solid-state home button , 1.8 aperture , quad-led true tone flash , optical image stabilization , slo-mo video","iphone 7 plus dramatically improves important aspects iphone experience. introduces advanced new camera systems. best performance battery life ever iphone. immersive stereo speakers. brightest, colorful iphone display. splash water resistance. looks every bit powerful is. iphone 7 plus. iphone 7 released september 16, 2016."
224,Apple iPhone 15 Pro Max - 256 GB - Black Titanium - AT&T,Not Available,4.3,14938,"Apple iPhone 15 Pro Max. The first iPhone to feature an aerospace‐grade titanium design making these our lightest Pro Max models ever. Featuring the A17 Pro Max chip. A monster win for gaming. Mobile games will look and feel so immersive, with incredibly detailed environments and more realistic characters. With the iPhone 15 Pro Max camera, you have multiple focal lengths to work with. It’s like having seven Pro Max lenses in your pocket, everywhere you go.",800.98,"[{""specification_name"":""Screen Size"",""specification_value"":""6.7 inches""},{""specification_name"":""Rear-Facing Camera"",""specification_value"":""48 megapixels""},{""specification_name"":""Telephoto Camera 1"",""specification_value"":""12 megapixels""},{""specification_name"":""Telephoto Camera 2"",""specification_value"":""12 megapixels""},{""specification_name"":""Ultrawide Camera"",""specification_value"":""12 megapixels""}]",iPhone,1653,294,527,1251,11213,1947,available,"apple iphone 15 pro max. first iphone feature aerospace grade titanium design making lightest pro max models ever. featuring a17 pro max chip. monster win gaming. mobile games look feel immersive, incredibly detailed environments realistic characters. iphone 15 pro max camera, multiple focal lengths work with. like seven pro max lenses pocket, everywhere go."
225,Apple iPhone 12 - 256 GB - (PRODUCT)RED - Unlocked,"[""Ceramic Shield, tougher than any smartphone glass"",""A14 Bionic chip, the fastest chip ever in a smartphone""]",4.5,44126,"5G to download movies on the fly and stream high-quality video. Beautifully bright 6.1-inch Super Retina XDR display. Ceramic Shield with 4x better drop performance. Incredible low-light photography with Night mode on all cameras. Cinema-grade Dolby Vision video recording, editing, and playback. Powerful A14 Bionic chip. And new MagSafe accessories for easy attach and faster wireless charging. Let the fun begin.",469.72,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A2172""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""2.8 in""}]",iPhone,2859,910,1496,5123,33738,3769,"ceramic shield, tougher smartphone glass , a14 bionic chip, fastest chip ever smartphone","5g download movies fly stream high-quality video. beautifully bright 6.1-inch super retina xdr display. ceramic shield 4x better drop performance. incredible low-light photography night mode cameras. cinema-grade dolby vision video recording, editing, playback. powerful a14 bionic chip. new magsafe accessories easy attach faster wireless charging. let fun begin."
227,Apple iPhone 13 - 128GB - Midnight - AT&T,Not Available,4.7,55719,"Apple launched the iPhone 13 in September 2021, alongside the iPhone 13 Mini, iPhone 13 Pro, and iPhone 13 Pro Max. Like its stablemates, the iPhone 13 is powered by the 6-core A15 Bionic chip. The iPhone 13 also features a 6.1-inch Super Retina XDR OLED display and a dual 12MP camera setup with sensor-shift image stabilization, and wide-angle and ultrawide lenses. The iPhone 13 camera also supports advanced software features such as Smart HDR 4, Photographic Styles, and Cinematic Mode with rack focus.",1155.58,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A2482""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""2.8 in""}]",iPhone,1916,627,1293,4723,47160,2543,available,"apple launched iphone 13 september 2021, alongside iphone 13 mini, iphone 13 pro, iphone 13 pro max. like stablemates, iphone 13 powered 6-core a15 bionic chip. iphone 13 also features 6.1-inch super retina xdr oled display dual 12mp camera setup sensor-shift image stabilization, wide-angle ultrawide lenses. iphone 13 camera also supports advanced software features smart hdr 4, photographic styles, cinematic mode rack focus."
230,Apple iPhone 12 Pro A2341 (Fully Unlocked) 128GB Silver (Used - B),Not Available,4.5,9946,"This item is in good condition, showing signs of use from normal wear. This product has been determined fully functional by our industry leading 30+ point functionality inspection. UL approved charging cable are included. The iPhone 12 Pro introduced industry-leading specs and a somewhat return to form in design for the next generation smartphone. Equipped with a 6.1 inch OLED Super Retina display, the iPhone 12 Pro packs beautiful colors and high pixel resolution in a large screen. The iPhone 12 Pro features Apples next generation A14 Bionic Chip, and a 12MP camera system, equipped with wide, telephoto, and ultrawide cameras. The iPhone 12 Pro is also splash, waster, and dust resistant.",411.95,"[{""specification_name"":""Touch Screen"",""specification_value"":""Yes""},{""specification_name"":""Main Display Size"",""specification_value"":""6.1""},{""specification_name"":""Flash"",""specification_value"":""Yes""},{""specification_name"":""Front-Facing Camera"",""specification_value"":""Yes""},{""specification_name"":""Operating System"",""specification_value"":""iOS""}]",iPhone,511,183,361,1324,7567,694,available,"item good condition, showing signs use normal wear. product determined fully functional industry leading 30 point functionality inspection. ul approved charging cable included. iphone 12 pro introduced industry-leading specs somewhat return form design next generation smartphone. equipped 6.1 inch oled super retina display, iphone 12 pro packs beautiful colors high pixel resolution large screen. iphone 12 pro features apples next generation a14 bionic chip, 12mp camera system, equipped wide, telephoto, ultrawide cameras. iphone 12 pro also splash, waster, dust resistant."
231,Apple iPhone 14 Pro Max - 512 GB - Silver - Unlocked,"[""iPhone 14 Pro Max."",""Impressive displays."",""Super-fast. Super-efficient."",""An upgrade for safety."",""Crash Detection feature calls for help when it detects a serious car crash.""]",4.7,19277,"Capture life's moments with the Apple iPhone 14 Pro Max. Its 48MP Main camera delivers stunning detail, while the Dynamic Island and Always-On display provide a seamless and intuitive user experience. Stay connected and protected with Emergency SOS via satellite and Crash Detection. Enjoy all-day battery life, superfast 5G, and the powerful A16 Bionic chip. With its industry-leading durability and iOS 16, the iPhone 14 Pro Max empowers you to stay connected, creative, and secure.",1028.2,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A2651""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""3.1 in""}]",iPhone,813,224,529,1430,16281,1037,"iphone 14 pro max. , impressive displays. , super-fast. super-efficient. , upgrade safety. , crash detection feature calls help detects serious car crash.","capture life moments apple iphone 14 pro max. 48mp main camera delivers stunning detail, dynamic island always-on display provide seamless intuitive user experience. stay connected protected emergency sos via satellite crash detection. enjoy all-day battery life, superfast 5g, powerful a16 bionic chip. industry-leading durability ios 16, iphone 14 pro max empowers stay connected, creative, secure."
232,Apple iPhone 12 Pro Max - 512 GB - Gold - Unlocked,"[""Ceramic Shield, tougher than any smartphone glass"",""A14 Bionic chip, the fastest chip ever in a smartphone"",""LiDAR Scanner for improved AR experiences, Night mode portraits"",""12MP TrueDepth front camera with Night mode, 4K Dolby Vision HDR recording"",""Industry-leading IP68 water resistance"",""Supports MagSafe accessories for easy attachment and faster wireless charging""]",4.5,15314,"iPhone 12 Pro Max. 5G to download huge files on the go and stream HDR video. Larger 6.7-inch Super Retina XDR display. Ceramic Shield with 4x better drop performance. Incredible low-light photography with the best Pro camera system on an iPhone, and 5x optical zoom range. Cinema-grade Dolby Vision video recording, editing, and playback. Night mode portraits and next-level AR experiences with the LiDAR Scanner. Powerful A14 Bionic chip. And new MagSafe accessories for easy attach and faster wireless charging. For infinitely spectacular possibilities.",1484.0,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A2342""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""3.1 in""}]",iPhone,773,286,941,1587,11727,1059,"ceramic shield, tougher smartphone glass , a14 bionic chip, fastest chip ever smartphone , lidar scanner improved ar experiences, night mode portraits , 12mp truedepth front camera night mode, 4k dolby vision hdr recording , industry-leading ip68 water resistance , supports magsafe accessories easy attachment faster wireless charging","iphone 12 pro max. 5g download huge files go stream hdr video. larger 6.7-inch super retina xdr display. ceramic shield 4x better drop performance. incredible low-light photography best pro camera system iphone, 5x optical zoom range. cinema-grade dolby vision video recording, editing, playback. night mode portraits next-level ar experiences lidar scanner. powerful a14 bionic chip. new magsafe accessories easy attach faster wireless charging. infinitely spectacular possibilities."
234,Restored Apple iPhone 11 64gb (product) Red LTE Cellular T-Mobile Mwjg2ll/a (Refurbished),Not Available,3.4,3468,"This item is REFURBISHEDShoot 4K videos, beautiful portraits, and sweeping landscapes with the all-new dual-camera system. Capture your best low-light photos with Night mode. See true-to-life color in your photos, videos, and games on the 6.1-inch Liquid Retina display. Experience unprecedented performance with A13 Bionic for gaming, augmented reality (AR), and photography. Do more and charge less with all-day battery life. And worry less with water resistance up to 2 meters for 30 minutes.",235.43,"[{""specification_name"":""Cell Phone Type"",""specification_value"":""GSM and CDMA""},{""specification_name"":""Cell Phone Service Provider"",""specification_value"":""GSM and CDMA""},{""specification_name"":""Screen Size"",""specification_value"":""6.06 in""},{""specification_name"":""Rear-Facing Camera Megapixels"",""specification_value"":""12 MP""},{""specification_name"":""Mobile Operating System"",""specification_value"":""iOS""}]",iPhone,989,211,239,310,1719,1200,available,"item refurbishedshoot 4k videos, beautiful portraits, sweeping landscapes all-new dual-camera system. capture best low-light photos night mode. see true-to-life color photos, videos, games 6.1-inch liquid retina display. experience unprecedented performance a13 bionic gaming, augmented reality ar , photography. charge less all-day battery life. worry less water resistance 2 meters 30 minutes."
235,Apple iPhone 8 64GB Factory GSM Unlocked - Space Gray,Not Available,4.3,35155,"Apples iPhone 8 features a new Retina HD display that is more beautiful than ever, with True Tone, a wide color gamut, and 3D Touch. It is built with incredibly durable glass for your smartphone, front and back. A color matched, aerospace grade aluminum band. This iPhone 8 features a more advanced 12MP camera, with a larger, faster sensor, a new color filter, deeper pixels, and an optical image stabilization for all of your photos and videos. The iPhone 8 also features a 4.7 inch display with a resolution of 1334 by 750 with 326 pixels per inch and a 1400:1 contrast ratio. The A11 Bionic Processor, with 4 efficiency cores that are up to 70 percent faster than A10 Fusion. And 2 performance cores that are up to 25 percent faster. With no charging cable required, the iPhone 8 was truly designed for the future of wireless in mind.",116.55,"[{""specification_name"":""Processor Brand"",""specification_value"":""Apple""},{""specification_name"":""Display Technology"",""specification_value"":""Retina Display""},{""specification_name"":""Phone Feature"",""specification_value"":""Wireless Charging, Water-Resistant""},{""specification_name"":""Resolution"",""specification_value"":""1334 x 750""},{""specification_name"":""Single or Dual IMEI"",""specification_value"":""Single IMEI""}]",iPhone,2813,1033,1665,5672,23972,3846,available,"apples iphone 8 features new retina hd display beautiful ever, true tone, wide color gamut, 3d touch. built incredibly durable glass smartphone, front back. color matched, aerospace grade aluminum band. iphone 8 features advanced 12mp camera, larger, faster sensor, new color filter, deeper pixels, optical image stabilization photos videos. iphone 8 also features 4.7 inch display resolution 1334 750 326 pixels per inch 1400 1 contrast ratio. a11 bionic processor, 4 efficiency cores 70 percent faster a10 fusion. 2 performance cores 25 percent faster. charging cable required, iphone 8 truly designed future wireless mind."
236,Apple iPhone XR 128GB White,"[""Face ID feature helps prevent unauthorized access"",""Its retina display offers immersive video and gaming experiences"",""A12 Bionic chipset allows hassle-free multitasking"",""The portrait mode with lightening effect lets you take awe-inspiring selfies""]",4.5,57723,"The iPhone XR features a stunning 6.1 liquid retina display - the most advanced LCD in the industry. Face ID lets you securely unlock your iPhone, log in to apps, and pay with just a glance. The A12 Bionic chip with next-generation Neural Engine uses real-time machine learning to transform the way you experience photos, gaming, augmented reality, and more. Smart HDR, adjustable depth of field, enhanced bokeh effect, enhanced portrait-mode selfies and more low-light detail unlock creative possibilities and a new era of photography. And iOS 12—the most advanced mobile operating system—with powerful new tools that make iPhone more personal than ever.",304.92,"[{""specification_name"":""Carrier"",""specification_value"":""Unlocked""},{""specification_name"":""Color"",""specification_value"":""White""},{""specification_name"":""Storage Capacity"",""specification_value"":""128GB""},{""specification_name"":""Operating System"",""specification_value"":""iOS""},{""specification_name"":""Rear Camera"",""specification_value"":""12MP + 12MP +12MP""}]",iPhone,3002,1106,2352,7307,43956,4108,"face id feature helps prevent unauthorized access , retina display offers immersive video gaming experiences , a12 bionic chipset allows hassle-free multitasking , portrait mode lightening effect lets take awe-inspiring selfies","iphone xr features stunning 6.1 liquid retina display - advanced lcd industry. face id lets securely unlock iphone, log apps, pay glance. a12 bionic chip next-generation neural engine uses real-time machine learning transform way experience photos, gaming, augmented reality, more. smart hdr, adjustable depth field, enhanced bokeh effect, enhanced portrait-mode selfies low-light detail unlock creative possibilities new era photography. ios 12 advanced mobile operating system powerful new tools make iphone personal ever."
237,"Apple iPhone 14 Plus, 256GB, Purple - Unlocked (Renewed)","[""6.7-inch Super Retina XDR display and advanced camera system for better photos in any light."",""Cinematic mode now in 4K Dolby Vision up to 30 fps."",""Action mode for smooth, steady, handheld videos."",""All-day battery life and up to 26 hours of video playback."",""A15 Bionic chip with 5-core GPU for lightning-fast performance. Superfast 5G cellular.""]",4.6,11030,"PRODUCT OVERVIEW iPhone 14 Plus. Think big with a larger 6.7-inch display and all-day battery life. Capture stunning photos in low light and bright light with the new dual-camera system. Get peace of mind with groundbreaking safety features. KEY FEATURES 6.7-inch Super Retina XDR display Advanced camera system for better photos in any light Cinematic mode now in 4K Dolby Vision up to 30 fps Action mode for smooth, steady, handheld videos Vital safety features—Emergency SOS via satellite and Crash Detection All-day battery life and up to 26 hours of video playback A15 Bionic chip with 5-core GPU for lightning-fast performance. Superfast 5G cellular Industry-leading durability features with Ceramic Shield and water resistance iOS 16 offers even more ways to personalize, communicate, and share The display has rounded corners. When measured as a standard rectangular shape, the screen is 6.68 inches diagonally. Actual viewable area is less. Emergency SOS via satellite is available in November 2022. Service is included for free for two years with the activation of any iPhone 14 model. Connection and response times vary based on location, site conditions, and other factors. Data plan required. 5G is available in select markets and through select carriers. Speeds vary based on site conditions and carrier. Splash, water, and dust resistance are not permanent conditions. Resistance might decrease as a result of normal wear. Do not attempt to charge a wet iPhone; refer to the user guide for cleaning and drying instructions. Some features may not be available for all countries or all areas.",658.31,"[{""specification_name"":""Apple"",""specification_value"":""Operating System""},{""specification_name"":""iOS"",""specification_value"":""Memory Storage Capacity""},{""specification_name"":""iPhone 14 Plus"",""specification_value"":""Wireless Carrier""}]",iPhone,565,154,289,1152,8870,719,"6.7-inch super retina xdr display advanced camera system better photos light. , cinematic mode 4k dolby vision 30 fps. , action mode smooth, steady, handheld videos. , all-day battery life 26 hours video playback. , a15 bionic chip 5-core gpu lightning-fast performance. superfast 5g cellular.","product overview iphone 14 plus. think big larger 6.7-inch display all-day battery life. capture stunning photos low light bright light new dual-camera system. get peace mind groundbreaking safety features. key features 6.7-inch super retina xdr display advanced camera system better photos light cinematic mode 4k dolby vision 30 fps action mode smooth, steady, handheld videos vital safety features emergency sos via satellite crash detection all-day battery life 26 hours video playback a15 bionic chip 5-core gpu lightning-fast performance. superfast 5g cellular industry-leading durability features ceramic shield water resistance ios 16 offers even ways personalize, communicate, share display rounded corners. measured standard rectangular shape, screen 6.68 inches diagonally. actual viewable area less. emergency sos via satellite available november 2022. service included free two years activation iphone 14 model. connection response times vary based location, site conditions, factors. data plan required. 5g available select markets select carriers. speeds vary based site conditions carrier. splash, water, dust resistance permanent conditions. resistance might decrease result normal wear. attempt charge wet iphone refer user guide cleaning drying instructions. features may available countries areas."
238,Pre-owned Apple iPhone 14 Pro Max (128GB) Gsm/cdma Unlocked - Deep Purple,"[""Operating System: iOSMain Display Format: OLEDRear Camera: Pro camera system."",""48MP Main: 24 mm, ƒ/1.78 aperture, second-generation sensor-shift optical image stabilization, seven-element lens, 100% Focus Pixels."",""12MP Ultra Wide: 13 mm, ƒ/2.2 aperture and 120° field of view, six-element lens, 100% Focus Pixels."",""12MP 3x Telepho...""]",4.7,19277,"Pre-Owned Mobile Device: The 3rd party inspection process ensures that all Pre-Owned mobile devices have been inspected, cleaned, and wiped free of software to ensure like new quality. All parts and accessories that would have been included with the new device are included. Accessories are original or suitable replacements. From the lightning-fast A16 Bionic chipset to a crystal clear 48-megapixel triple lens rear camera, this innovative design also includes a variety of fab features (you're gonna love how Dynamic Island bubbles up your favorite finds without taking you away from what you're doing).",1196.09,"[{""specification_name"":""Technology"",""specification_value"":""5G""},{""specification_name"":""Form Factor"",""specification_value"":""Smart Phones""},{""specification_name"":""Dual SIM"",""specification_value"":""Yes""},{""specification_name"":""Water Resistant"",""specification_value"":""IP68""},{""specification_name"":""Touch Screen"",""specification_value"":""Yes""}]",iPhone,813,224,529,1430,16281,1037,"operating system iosmain display format oledrear camera pro camera system. , 48mp main 24 mm, 1.78 aperture, second-generation sensor-shift optical image stabilization, seven-element lens, 100% focus pixels. , 12mp ultra wide 13 mm, 2.2 aperture 120 field view, six-element lens, 100% focus pixels. , 12mp 3x telepho...","pre-owned mobile device 3rd party inspection process ensures pre-owned mobile devices inspected, cleaned, wiped free software ensure like new quality. parts accessories would included new device included. accessories original suitable replacements. lightning-fast a16 bionic chipset crystal clear 48-megapixel triple lens rear camera, innovative design also includes variety fab features gonna love dynamic island bubbles favorite finds without taking away ."
239,Apple iPhone 13 Pro Max - 512 GB - Sierra Blue,"[""Pro 12MP camera system"",""Cinematic mode and Photographic Styles"",""Mind-blowingly fast A15 Bionic chip"",""Ceramic Shield front"",""Super Retina XDR display with ProMotion"",""Advanced 5G experience"",""Surgical-grade stainless steel"",""IP68 water resistance""]",4.6,12510,"Apple iPhone 13 Pro Max. A dramatically more powerful camera system. A display so responsive, every interaction feels new again with ProMotion. Meet the 120Hz adaptive refresh display that changes the game. The world's fastest smartphone chip. Exceptional durability. And a huge leap in battery life. Ceramic Shield, tougher than any smartphone glass. Our Pro camera system gets its biggest upgrade ever. With next-level hardware that captures so much more detail. Cinamatic mode allows you to record with a shallow depth of field and will automatically add elegant focus transitions. Edit depth effects after you shoot.",2010.35,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A2484""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""3.1 in""}]",iPhone,485,170,596,1116,10143,655,"pro 12mp camera system , cinematic mode photographic styles , mind-blowingly fast a15 bionic chip , ceramic shield front , super retina xdr display promotion , advanced 5g experience , surgical-grade stainless steel , ip68 water resistance","apple iphone 13 pro max. dramatically powerful camera system. display responsive, every interaction feels new promotion. meet 120hz adaptive refresh display changes game. world fastest smartphone chip. exceptional durability. huge leap battery life. ceramic shield, tougher smartphone glass. pro camera system gets biggest upgrade ever. next-level hardware captures much detail. cinamatic mode allows record shallow depth field automatically add elegant focus transitions. edit depth effects shoot."
240,Apple iPhone 6S Plus with 64gb Memory for Verizon - Silver,"[""3D Touch"",""12-megapixel iSight camera"",""5-megapixel FaceTime HD camera"",""A9 chip"",""Breakthrough design"",""Touch ID"",""LTE"",""IOS 9""]",4.5,62729,"The iPhone 6s Plus takes Apple's coveted Retina display to the next level. This improved display provides wider viewing angles, higher resolutions for incredible sharpness, and extremely accurate colors. Everything was engineered with precision and perfection in mind. It has a huge 5.5"" display, smooth edges, and a fast, intuitive interface. The iPhone 6s Plus was released on September 9, 2015.",75.16,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A1687""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Width"",""specification_value"":""77.9 mm""},{""specification_name"":""Depth"",""specification_value"":""7.3 mm""}]",iPhone,2764,1349,3230,10604,44782,4113,"3d touch , 12-megapixel isight camera , 5-megapixel facetime hd camera , a9 chip , breakthrough design , touch id , lte , ios 9","iphone 6s plus takes apple coveted retina display next level. improved display provides wider viewing angles, higher resolutions incredible sharpness, extremely accurate colors. everything engineered precision perfection mind. huge 5.5 display, smooth edges, fast, intuitive interface. iphone 6s plus released september 9, 2015."
