,title,product_description,rating,reviews_count,product_details,total_price,product_specifications,product_category,1_star,2_stars,3_stars,4_stars,5_stars,negative_reviews,cleaned_product_description,cleaned_product_details
78,iPhone XR 128GB White - Verizon - Apple,"[""Supports 4G LTE connectivity to provide lightning-fast data and voice services"",""Take crisp pictures with its 12 MP high quality rear camera"",""Engineered with Face ID feature that offers added security and easy unlocking""]",4.5,57723,"The iPhone XR features a precision-machined 7000 Series aerospace-grade aluminum frame that wraps around an all-glass enclosure with the same durable glass used in the iPhone XS. With the glass body, Qi-based wireless charging is supported, and the device features IP67 water resistance for keeping it safe from splashes and spills. iPhone XR features a larger display than iPhone 8 Plus, but in a smaller body that falls between the 5.8-inch iPhone XS and the 6.5-inch iPhone XS Max. Apple designed a new ""Liquid Retina"" display for the iPhone XR, which is a 6.1-inch LCD with a 1792 x 828 resolution that spans from edge-to-edge and top to bottom with minimal bezels. As with the iPhone XS, there is no Home button on the iPhone XR and it adopts the swipe-based navigation system introduced in the iPhone X. The iPhone XR was released on September 12, 2018.",139.1,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A1984""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""3 in""}]",iPhone,3002,1106,2352,7307,43956,4108,"supports 4g lte connectivity provide lightning-fast data voice services , take crisp pictures 12 mp high quality rear camera , engineered face id feature offers added security easy unlocking","iphone xr features precision-machined 7000 series aerospace-grade aluminum frame wraps around all-glass enclosure durable glass used iphone xs. glass body, qi-based wireless charging supported, device features ip67 water resistance keeping safe splashes spills. iphone xr features larger display iphone 8 plus, smaller body falls 5.8-inch iphone xs 6.5-inch iphone xs max. apple designed new liquid retina display iphone xr, 6.1-inch lcd 1792 x 828 resolution spans edge-to-edge top bottom minimal bezels. iphone xs, home button iphone xr adopts swipe-based navigation system introduced iphone x. iphone xr released september 12, 2018."
79,Apple iPhone 14 - 256 GB - Purple - Unlocked,"[""Stunningly yours."",""Bring on the light."",""It just keeps going, and going."",""Safety first."",""Buy your iPhone 14 at Reebelo.""]",4.6,25277,"Longest battery life ever. A new Main camera and improved image processing let you capture even more sensational shots in all kinds of light ‚Äî especially low light. Whether you‚Äôre filming while hiking up a rocky trail or chasing your kids through the park, try Action mode for smooth handheld videos. Safety features including emergency SOS via satellite, crash detection call for help when you can't.",780.03,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A2649""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""2.8 in""}]",iPhone,1311,367,768,2433,20398,1678,"stunningly yours. , bring light. , keeps going, going. , safety first. , buy iphone 14 reebelo.","longest battery life ever. new main camera improved image processing let capture even sensational shots kinds light especially low light. whether filming hiking rocky trail chasing kids park, try action mode smooth handheld videos. safety features including emergency sos via satellite, crash detection call help t."
80,Apple iPhone 11 Pro Max - 256 GB - Midnight Green - Verizon - CDMA/GSM,"[""Enhance your viewing experience with its 6.5\"" touchscreen display"",""Experience lag-free gaming with its A13 chip"",""The battery capacity of 3969 mAh for uninterrupted usage""]",4.6,19310,"iPhone 11 Pro. Just the right amount of everything. A new dual‚ camera system captures more of what you see and love. The fastest chip ever in a smartphone and all‚ day battery life let you do more and charge less. And the highest‚ quality video in a smartphone makes your memories look better than ever. All-new triple-camera system (Ultra Wide, Wide, Telephoto). Up to 20 hours of video playback. Water-resistant to a depth of 4 meters for up to 30 minutes 5.8- or 6.5-inch Super Retina XDR display. Pro cameras. Pro display. Pro performance.",421.06,"[{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A2161""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof, spill-resistant""},{""specification_name"":""Integrated Components"",""specification_value"":""Front-facing camera, voice recorder, stereo speakers, navigation, digital player, triple rear-facing camera""},{""specification_name"":""Width"",""specification_value"":""3.1 in""}]",iPhone,823,350,563,1867,15707,1173,"enhance viewing experience 6.5 touchscreen display , experience lag-free gaming a13 chip , battery capacity 3969 mah uninterrupted usage","iphone 11 pro. right amount everything. new dual camera system captures see love. fastest chip ever smartphone day battery life let charge less. highest quality video smartphone makes memories look better ever. all-new triple-camera system ultra wide, wide, telephoto . 20 hours video playback. water-resistant depth 4 meters 30 minutes 5.8- 6.5-inch super retina xdr display. pro cameras. pro display. pro performance."
81,Apple iPhone 14 Plus - Blue - 128 GB - Unlocked,Not Available,4.6,11030,"Apple launched the iPhone 14 Plus in September 2022. The iPhone 14 Plus is one of four models that make up to 16th generation iPhone lineup, which includes the iPhone 14, iPhone 14 Pro, and the iPhone 14 Pro Max. The iPhone 14 Plus shares many of the same features as the iPhone 14, except it is larger in size and has a 6.7” Super Retina XDR display. Other key features include an Apple A15 Bionic chip, up to 512GB of storage, and 5G cellular connectivity. The iPhone 14 Plus launched with iOS 16 and some of the new features include longer battery life, a Photonic Engine for better images, Crash Detection, and Emergency SOS via satellite.",727.59,"[{""specification_name"":""Screen Size"",""specification_value"":""6.7 inches""},{""specification_name"":""Front-Facing Camera"",""specification_value"":""12 megapixels""},{""specification_name"":""Rear-Facing Camera"",""specification_value"":""12 megapixels""},{""specification_name"":""Ultrawide Camera"",""specification_value"":""12 megapixels""},{""specification_name"":""Year of Release"",""specification_value"":""2022""}]",iPhone,565,154,289,1152,8870,719,available,"apple launched iphone 14 plus september 2022. iphone 14 plus one four models make 16th generation iphone lineup, includes iphone 14, iphone 14 pro, iphone 14 pro max. iphone 14 plus shares many features iphone 14, except larger size 6.7 super retina xdr display. key features include apple a15 bionic chip, 512gb storage, 5g cellular connectivity. iphone 14 plus launched ios 16 new features include longer battery life, photonic engine better images, crash detection, emergency sos via satellite."
83,Pre-owned Apple iPhone XR 64gb Fully Unlocked (Verizon + Sprint + GSM Unlocked) - Red + LiquidNano Screen Protector (Refurbished: Fair),Not Available,4.5,57723,"Liquid Retina - Introducing the most advanced LCD in the industry. All-new Liquid Retina. Innovative engineering allows to stretch the display into the corners. The result is an all-screen design - our largest LCD ever in an iPhone - that still fits comfortably in your hand. A picture is worth a trillion operations. The iPhone Xr camera system harnesses the unprecedented power of the Neural Engine and its ability to perform five trillion operations per second. Together with the Apple-designed ISP, it works like the world's fastest photographer's assistant to help turn your pictures into showstoppers. A whole new level of intelligence. The A12 Bionic, with our next-generation Neural Engine, delivers incredible performance. It uses real-time machine learning to transform the way you experience photos, gaming, augmented reality, and more. Security made simple. Some of our most sophisticated technologies - the TrueDepth camera system, the Secure Enclave, and the Neural Engine - make it the most secure facial authentication ever in a smartphone. And even faster and easier to use. Resists water and dust. The most durable front glass in a smartphone, sealed and precision-fitted with the aerospace-grade aluminum band, helps create an enclosure that's water resistant up to 1 meter for 30 minutes. iPhone Xr even resists spills from Coffee, Tea, Soda, and more.",217.96,"[{""specification_name"":""Processor Brand"",""specification_value"":""Apple""},{""specification_name"":""Display Technology"",""specification_value"":""Retina Display""},{""specification_name"":""Phone Feature"",""specification_value"":""Water-Resistant""},{""specification_name"":""Resolution"",""specification_value"":""828 x 1792 pixels""},{""specification_name"":""Native Resolution"",""specification_value"":""828 x 1792 pixels""}]",iPhone,3002,1106,2352,7307,43956,4108,available,"liquid retina - introducing advanced lcd industry. all-new liquid retina. innovative engineering allows stretch display corners. result all-screen design - largest lcd ever iphone - still fits comfortably hand. picture worth trillion operations. iphone xr camera system harnesses unprecedented power neural engine ability perform five trillion operations per second. together apple-designed isp, works like world fastest photographer assistant help turn pictures showstoppers. whole new level intelligence. a12 bionic, next-generation neural engine, delivers incredible performance. uses real-time machine learning transform way experience photos, gaming, augmented reality, more. security made simple. sophisticated technologies - truedepth camera system, secure enclave, neural engine - make secure facial authentication ever smartphone. even faster easier use. resists water dust. durable front glass smartphone, sealed precision-fitted aerospace-grade aluminum band, helps create enclosure water resistant 1 meter 30 minutes. iphone xr even resists spills coffee, tea, soda, more."
84,Apple iPhone 12 mini - 256 GB - White - AT&T,"[""Like new product showing no signs of use. B) Very Good"",""Very good cosmetic condition with a few light scratches. C) Good – Light scratches and signs of wear and tear. D) Fair"",""Deep scratches and dents""]",4.5,16816,"Apple unveiled the iPhone 12 Mini during their virtual event on October 13th. The smallest iPhone in their 2020 lineup, the iPhone 12 Mini is equipped with all the same features as the larger iPhone 12, only it comes in a much more compact form factor that's roughly the size of the iPhone 7. The iPhone 12 Mini features a 5.4-inch OLED display, 5G, better drop protection, improved water resistance, MagSafe magnetic charging, and is powered by the same A14 Bionic chip as its more premium siblings. As for the camera, you’ll find a primary wide and secondary ultra-wide cameras on the back, along with the lastest features like Portrait mode, Night Mode, Smart HDR 3, and the ability to record Dolby Vision HDR video.",343.89,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A2176""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""2.5 in""}]",iPhone,1044,376,647,2205,12544,1420,"like new product showing signs use. b good , good cosmetic condition light scratches. c good light scratches signs wear tear. fair , deep scratches dents","apple unveiled iphone 12 mini virtual event october 13th. smallest iphone 2020 lineup, iphone 12 mini equipped features larger iphone 12, comes much compact form factor roughly size iphone 7. iphone 12 mini features 5.4-inch oled display, 5g, better drop protection, improved water resistance, magsafe magnetic charging, powered a14 bionic chip premium siblings. camera, find primary wide secondary ultra-wide cameras back, along lastest features like portrait mode, night mode, smart hdr 3, ability record dolby vision hdr video."
85,Apple iPhone 14 Pro 128GB Gold,"[""Up to 3x better low-light photos on the Ultra Wide camera"",""Up to 2x better low-light photos on the Main camera"",""Up to 2x better low-light photos on the Telephoto""]",4.6,12919,"The Apple iPhone 14 Pro is one of the greatest phones ever made, with a full host of features, services and extras and everything you could hope for in a smartphone - plus a lot more. It features a low weight of only just over 200g, a huge 6.1in display, and it can come with memory of up to 1TB, so more than enough for all the data you might need to store on it. This phone is quite simply the full package, with all of the latest smartphone technology in a small package that you are going to love carrying around. You’ll be amazed at what this phone can do and what you can get out of it. Take a look below to see all of its features in their full glory and to find out exactly why you might want to get yourself an Apple iPhone 14 Pro.",1657.71,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A2890""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""2.8 in""}]",iPhone,586,228,462,1242,10401,814,"3x better low-light photos ultra wide camera , 2x better low-light photos main camera , 2x better low-light photos telephoto","apple iphone 14 pro one greatest phones ever made, full host features, services extras everything could hope smartphone - plus lot more. features low weight 200g, huge 6.1in display, come memory 1tb, enough data might need store it. phone quite simply full package, latest smartphone technology small package going love carrying around. amazed phone get it. take look see features full glory find exactly might want get apple iphone 14 pro."
86,Apple iPhone 14 Pro Max - 128 GB - Deep Purple - Unlocked,"[""iPhone 14 Pro Max."",""Impressive displays."",""Super-fast. Super-efficient."",""An upgrade for safety."",""Crash Detection feature calls for help when it detects a serious car crash.""]",4.7,19277,"The iPhone 14 Pro Max is one of four models that make up the 16th generation iPhone lineup and launched in September 2022. The three other models in the lineup include the iPhone 14, iPhone 14 Plus, and the iPhone 14 Pro. Key features of the iPhone 14 Pro Max include a 6.7” Super Retina XDR display with ProMotion technology, an Apple A16 Bionic chip, up to 1TB of storage, and 5G cellular connectivity. The iPhone 14 Pro Max launched with iOS 16 and new features such as the Dynamic Island, longer battery life, a Photonic Engine for better images, Crash Detection, and Emergency SOS via satellite. The iPhone 14 lineup dropped support for physical SIM cards and instead supports dual eSIM.",762.08,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A2651""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""3.1 in""}]",iPhone,813,224,529,1430,16281,1037,"iphone 14 pro max. , impressive displays. , super-fast. super-efficient. , upgrade safety. , crash detection feature calls help detects serious car crash.","iphone 14 pro max one four models make 16th generation iphone lineup launched september 2022. three models lineup include iphone 14, iphone 14 plus, iphone 14 pro. key features iphone 14 pro max include 6.7 super retina xdr display promotion technology, apple a16 bionic chip, 1tb storage, 5g cellular connectivity. iphone 14 pro max launched ios 16 new features dynamic island, longer battery life, photonic engine better images, crash detection, emergency sos via satellite. iphone 14 lineup dropped support physical sim cards instead supports dual esim."
87,"Apple iPhone 11 Pro Max, 256GB, Midnight Green","[""Capture your special moments with its 12 MP TrueDepth camera"",""A13 Bionic chip provides smooth and efficient multitasking"",""Water-resistant construction helps reduce the risk of damage""]",4.6,19310,"Just the right amount of everything. A new dual-camera system captures more of what you see and love. The fastest chip ever in a smartphone and all-day battery life let you do more and charge less. And the highest-quality video in a smartphone makes your memories look better than ever. All-new triple-camera system (Ultra Wide, Wide, Telephoto). Up to 20 hours of video playback. Water-resistant to a depth of 4 meters for up to 30 minutes 5.8- or 6.5-inch Super Retina XDR display. Pro cameras. Pro display. Pro performance.",659.94,"[{""specification_name"":""Product Type"",""specification_value"":""iPhone 11 Pro Max""},{""specification_name"":""Screen Size"",""specification_value"":""6.5\""""},{""specification_name"":""Processor"",""specification_value"":""A13 Bionic Chip""},{""specification_name"":""Operating System"",""specification_value"":""iOS 13""},{""specification_name"":""Water-Resistant"",""specification_value"":""Yes""}]",iPhone,823,350,563,1867,15707,1173,"capture special moments 12 mp truedepth camera , a13 bionic chip provides smooth efficient multitasking , water-resistant construction helps reduce risk damage","right amount everything. new dual-camera system captures see love. fastest chip ever smartphone all-day battery life let charge less. highest-quality video smartphone makes memories look better ever. all-new triple-camera system ultra wide, wide, telephoto . 20 hours video playback. water-resistant depth 4 meters 30 minutes 5.8- 6.5-inch super retina xdr display. pro cameras. pro display. pro performance."
88,Apple iPhone 12 mini - 128 GB - Blue - Verizon,"[""5G is superfast, so you can download movies on the fly, stream higher-quality video or FaceTime in HD over cellular with lots less lag"",""A14 Bionic pushes what's possible like crunching trillions of operations on the Neural Engine"",""Super Retina XDR display delivers brighter brights, darker blacks, and higher resolution for everything you look at"",""Both the Wide and Ultra Wide cameras have Night mode - and it's better than ever at capturing incredible low-light shots"",""Night mode and a slew of other great features like Deep Fusion, Smart HDR 3, Dolby Vision recording, and more are now on the front camera"",""Privacy is built in: Face ID data doesn't leave your iPhone and is never backed up to iCloud or anywhere else""]",4.5,16816,"iPhone 12 mini packs big features in a 5.4-inch design. 5G to download movies on the fly and stream high-quality video. A beautifully bright and compact Super Retina XDR display. Ceramic Shield with 4x better drop performance. Incredible low-light photography with Night mode on all cameras. Cinema-grade Dolby Vision HDR video recording, editing, and playback. Powerful A14 Bionic chip. And new MagSafe accessories for easy attach and faster wireless charging. It’s big news for mini.",237.18,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A2176""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""2.5 in""}]",iPhone,1044,376,647,2205,12544,1420,"5g superfast, download movies fly, stream higher-quality video facetime hd cellular lots less lag , a14 bionic pushes possible like crunching trillions operations neural engine , super retina xdr display delivers brighter brights, darker blacks, higher resolution everything look , wide ultra wide cameras night mode - better ever capturing incredible low-light shots , night mode slew great features like deep fusion, smart hdr 3, dolby vision recording, front camera , privacy built face id data leave iphone never backed icloud anywhere else","iphone 12 mini packs big features 5.4-inch design. 5g download movies fly stream high-quality video. beautifully bright compact super retina xdr display. ceramic shield 4x better drop performance. incredible low-light photography night mode cameras. cinema-grade dolby vision hdr video recording, editing, playback. powerful a14 bionic chip. new magsafe accessories easy attach faster wireless charging. big news mini."
90,Restored Apple iPhone 15 Pro - Fully Unlocked - 256 GB Black Titanium (Refurbished),Not Available,4.4,15461,"The first iPhone to feature an aerospace‐grade titanium design making these our lightest Pro models ever. Featuring the A17 Pro chip. A monster win for gaming. Mobile games will look and feel so immersive, with incredibly detailed environments and more realistic characters. With the iPhone 15 Pro camera, you have multiple focal lengths to work with. It’s like having seven pro lenses in your pocket, everywhere you go.",1106.7,"[{""specification_name"":""Processor Brand"",""specification_value"":""Apple""},{""specification_name"":""Resolution"",""specification_value"":""2556x1179""},{""specification_name"":""Processor Speed"",""specification_value"":""2.11 GHz""},{""specification_name"":""Native Resolution"",""specification_value"":""2556 x 1179""},{""specification_name"":""Cell Phone Type"",""specification_value"":""Smart Phones""}]",iPhone,1326,322,607,1220,11986,1648,available,"first iphone feature aerospace grade titanium design making lightest pro models ever. featuring a17 pro chip. monster win gaming. mobile games look feel immersive, incredibly detailed environments realistic characters. iphone 15 pro camera, multiple focal lengths work with. like seven pro lenses pocket, everywhere go."
92,Apple iPhone 15 Plus 256GB 6.7 Yellow,"[""35 °CStorage temperature (T-T)-20"",""45 °COperating relative humidity (H-H)5"",""95%Operating altitude0"",""3000 mPackaging contentAC adapter includedNoCables includedUSB Type-C to USB Type-C""]",4.6,5918,"The Apple iPhone 15 Plus features color-infused back glass with a stunning, textured matte finish, and a contoured edge on the aluminum enclosure. Furthermore, there is Dynamic Island, and an advanced camera system designed to help users take fantastic photos of everyday moments in their lives. A powerful 48MP main camera enables super-high-resolution photos and a 2x telephoto option to give users a total of three optical zoom levels - like having a third camera. The iPhone 15 Plus also introduces the next generation of portraits, making it easier to capture portraits with great detail and low-light performance. With A16 Bionic for powerful, proven performance, USB‐C compatibility and excellent durability features, iPhone 15 Plus is truly a powerhouse.",1318.48,"[{""specification_name"":""Type of plug"",""specification_value"":""Plug EU""},{""specification_name"":""Internal Memory"",""specification_value"":""256 GB""},{""specification_name"":""Operating System"",""specification_value"":""iOS""},{""specification_name"":""IP rating"",""specification_value"":""IP68""},{""specification_name"":""Compatible"",""specification_value"":""Windows""}]",iPhone,316,69,141,409,4983,385,"35 cstorage temperature t-t -20 , 45 coperating relative humidity h-h 5 , 95%operating altitude0 , 3000 mpackaging contentac adapter includednocables includedusb type-c usb type-c","apple iphone 15 plus features color-infused back glass stunning, textured matte finish, contoured edge aluminum enclosure. furthermore, dynamic island, advanced camera system designed help users take fantastic photos everyday moments lives. powerful 48mp main camera enables super-high-resolution photos 2x telephoto option give users total three optical zoom levels - like third camera. iphone 15 plus also introduces next generation portraits, making easier capture portraits great detail low-light performance. a16 bionic powerful, proven performance, usb c compatibility excellent durability features, iphone 15 plus truly powerhouse."
93,"Apple iPhone XS Max, 256GB, Gold - Fully Unlocked","[""Fully unlocked and compatible with any carrier of choice (e.g. AT&T, T-Mobile, Sprint, Verizon, US-Cellular, Cricket, Metro, etc.).""]",4.5,10881,"Fully unlocked and compatible with any carrier of choice (e.g. AT&T, T-Mobile, Sprint, Verizon, US-Cellular, Cricket, Metro, etc.). The device does not come with headphones or a SIM card. It does include a charger and charging cable that may be generic, in which case it will be UL or Mfi (Made for iPhone) Certified. Inspected and guaranteed to have minimal cosmetic damage, which is not noticeable when the device is held at arms length. Successfully passed a full diagnostic test which ensures like-new functionality and removal of any prior-user personal information. Tested for battery health and guaranteed to have a minimum battery capacity of 80%.",628.37,"[{""specification_name"":""Carrier"",""specification_value"":""GSM & CDMA Unlocked""},{""specification_name"":""Display Size"",""specification_value"":""6.5 inches""},{""specification_name"":""Phone Model"",""specification_value"":""iPhone""},{""specification_name"":""Cellular Connectivity"",""specification_value"":""4G LTE Fully Unlocked""},{""specification_name"":""Operating System"",""specification_value"":""iOS 14""}]",iPhone,596,253,521,1128,8383,849,"fully unlocked compatible carrier choice e.g. at&t, t-mobile, sprint, verizon, us-cellular, cricket, metro, etc. .","fully unlocked compatible carrier choice e.g. at&t, t-mobile, sprint, verizon, us-cellular, cricket, metro, etc. . device come headphones sim card. include charger charging cable may generic, case ul mfi made iphone certified. inspected guaranteed minimal cosmetic damage, noticeable device held arms length. successfully passed full diagnostic test ensures like-new functionality removal prior-user personal information. tested battery health guaranteed minimum battery capacity 80%."
94,Apple iPhone 15 128GB Blue,"[""1GB Extra Data"",""Become a Super Recruiter and earn rewards"",""Earn £5 when recommending a friend"",""Free EU Roaming"",""Free calls and texts to same network""]",4.6,17464,"Dynamic Island Comes To iphone 15 Dynamic Island bubbles up alerts and Live Activities so you don’t miss them while you’re doing something else. You can see who’s calling, track your next ride, check your flight status and so much more. Innovative Design iphone 15 features a durable colour-infused glass and aluminium design. It’s splash, water and dust resistant. The Ceramic Shield front is tougher than any smartphone glass. And the 15.54 cm (6.1 in) Super Retina XDR display is up to 2x brighter in the sun compared to iPhone 14. 48mp Main Camera With 2x Telephoto The 48MP Main camera shoots in super-high resolution. So it’s easier than ever to take standout photos with amazing detail. The 2x optical-quality Telephoto lets you frame the perfect close-up. Next-Generation Portraits Capture portraits with dramatically more detail and colour. Just tap to shift the focus between subjects even after you take the shot. Powerhouse A16 Bionic Chip The superfast chip powers advanced features like computational photography, fluid Dynamic Island transitions and Voice Isolation for phone calls. And A16 Bionic is incredibly efficient to help deliver great all-day battery life. USB-C Connectivity The USB-C connector lets you charge your Mac or iPad with the same cable you use to charge iphone 15. You can even use iphone 15 to charge Apple Watch or AirPods. Vital Safety Features With Crash Detection, iPhone can detect a severe car crash and call for help if you can’t.Designed To Make A Difference iPhone comes with privacy protections that help keep you in control of your data. It’s made from more recycled materials to minimise environmental impact. And it has built-in features that make iPhone more accessible to all.",1203.55,"[{""specification_name"":""Internal Memory"",""specification_value"":""128 GB""},{""specification_name"":""Type of plug"",""specification_value"":""Plug EU""}]",iPhone,1011,207,512,1338,14396,1218,"1gb extra data , become super recruiter earn rewards , earn 5 recommending friend , free eu roaming , free calls texts network","dynamic island comes iphone 15 dynamic island bubbles alerts live activities miss something else. see calling, track next ride, check flight status much more. innovative design iphone 15 features durable colour-infused glass aluminium design. splash, water dust resistant. ceramic shield front tougher smartphone glass. 15.54 cm 6.1 super retina xdr display 2x brighter sun compared iphone 14. 48mp main camera 2x telephoto 48mp main camera shoots super-high resolution. easier ever take standout photos amazing detail. 2x optical-quality telephoto lets frame perfect close-up. next-generation portraits capture portraits dramatically detail colour. tap shift focus subjects even take shot. powerhouse a16 bionic chip superfast chip powers advanced features like computational photography, fluid dynamic island transitions voice isolation phone calls. a16 bionic incredibly efficient help deliver great all-day battery life. usb-c connectivity usb-c connector lets charge mac ipad cable use charge iphone 15. even use iphone 15 charge apple watch airpods. vital safety features crash detection, iphone detect severe car crash call help t.designed make difference iphone comes privacy protections help keep control data. made recycled materials minimise environmental impact. built-in features make iphone accessible all."
95,Apple iPhone 11 - 64 GB - Purple - Dual Sim,"[""A13 Bionic chip with third-generation Neural EngineWater and dust resistant (2 meters for up to 30 minutes, IP68)"",""12MP TrueDepth front camera with Portrait mode, 4K video, and Slo-Mo"",""Face ID for secure authentication and Apple Pay"",""Dual-camera system with 12MP Ultra Wide and Wide""]",4.6,109981,"All‐new dual‐camera system. Take your photos from wide to ultra wide. A redesigned interface uses the new Ultra Wide camera to show you what’s happening outside the frame — and lets you capture it. Shoot and edit videos as easily as you do photos. It’s the world’s most popular camera, now with a whole new perspective. Shoot and edit the highest-quality video in a smartphone. iPhone 11 shoots beautifully sharp 4K video at 60 fps across all its cameras. The Ultra Wide camera captures four times more scene, so it’s perfect for action shots like your dog catching a frisbee. If you’re recording a performance — say, your kid’s piano recital - when you zoom in, the audio zooms too. And now you can edit videos as easily as you do photos. New Ultra Wide camera. Go big — the new Ultra Wide camera captures four times more scene. Think breathtaking landscapes that go on forever. Capturing the entire stage and crowd at a music festival. And vacation shots that show the whole family — including the views you traveled 11,000 miles for. Introducing Night mode. Shooting in low light doesn’t have to be a shot in the dark. Night mode is a new feature that turns on automatically for low‐light photos like you’ve never seen. There’s no need for flash, colors are more natural, and photos are brighter. Take portraits to new places. With new kinds of portraits and more lighting controls, the dual cameras in iPhone 11 work together to create stunning images. And Portrait mode now works with everything you love to shoot — that includes your best friends, two‐legged or four. Next‐generation Smart HDR. Thanks to machine learning, Smart HDR is more intelligent than ever. It recognizes people and treats them differently from the rest of the shot. So faces have beautiful highlights, shadows, and natural‐looking skin tones. And that stunning sunset in the background still looks gorgeous. Start shooting video instantly with QuickTake. Take a video simply by holding the shutter while in photo mode. Then swipe to the right to continue recording. If you’re shooting outdoors, A13 Bionic can use machine learning to automatically track a moving subject. Introducing the slofie. Everything looks cooler at 120 fps, even if you’re just saying cheese, waving hi, or tossing your hair in the breeze. And now you can add more of everything to your selfies thanks to the new 12MP TrueDepth camera. Just turn your iPhone to landscape and the camera automatically zooms out to fit more in.",173.73,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""3 in""},{""specification_name"":""Depth"",""specification_value"":""0.3 in""}]",iPhone,5393,1651,3161,11870,87906,7044,"a13 bionic chip third-generation neural enginewater dust resistant 2 meters 30 minutes, ip68 , 12mp truedepth front camera portrait mode, 4k video, slo-mo , face id secure authentication apple pay , dual-camera system 12mp ultra wide wide","new dual camera system. take photos wide ultra wide. redesigned interface uses new ultra wide camera show happening outside frame lets capture it. shoot edit videos easily photos. world popular camera, whole new perspective. shoot edit highest-quality video smartphone. iphone 11 shoots beautifully sharp 4k video 60 fps across cameras. ultra wide camera captures four times scene, perfect action shots like dog catching frisbee. recording performance say, kid piano recital - zoom in, audio zooms too. edit videos easily photos. new ultra wide camera. go big new ultra wide camera captures four times scene. think breathtaking landscapes go forever. capturing entire stage crowd music festival. vacation shots show whole family including views traveled 11,000 miles for. introducing night mode. shooting low light shot dark. night mode new feature turns automatically low light photos like never seen. need flash, colors natural, photos brighter. take portraits new places. new kinds portraits lighting controls, dual cameras iphone 11 work together create stunning images. portrait mode works everything love shoot includes best friends, two legged four. next generation smart hdr. thanks machine learning, smart hdr intelligent ever. recognizes people treats differently rest shot. faces beautiful highlights, shadows, natural looking skin tones. stunning sunset background still looks gorgeous. start shooting video instantly quicktake. take video simply holding shutter photo mode. swipe right continue recording. shooting outdoors, a13 bionic use machine learning automatically track moving subject. introducing slofie. everything looks cooler 120 fps, even saying cheese, waving hi, tossing hair breeze. add everything selfies thanks new 12mp truedepth camera. turn iphone landscape camera automatically zooms fit in."
