title,rating,reviews_count,total_price,product_specifications,product_category,1_star,2_stars,3_stars,4_stars,5_stars,negative_reviews,cleaned_product_description,cleaned_product_details,sentiment_product_description,sentiment_product_details
Apple iPhone 15 Plus 128GB Blue,4.6,5705,1294.26,"[{""specification_name"":""Internal Memory"",""specification_value"":""128 GB""},{""specification_name"":""Type of plug"",""specification_value"":""Plug EU""},{""specification_name"":""Operating System"",""specification_value"":""iOS""},{""specification_name"":""IP rating"",""specification_value"":""IP68""},{""specification_name"":""Compatible"",""specification_value"":""Windows""}]",iPhone,404,82,160,372,4687,486,"3 months free trial os secure net , 300gb extra data , get 3 months free apple music , apple tv","apple iphone 15 plus features color-infused back glass stunning, textured matte finish, contoured edge aluminum enclosure. furthermore, dynamic island, advanced camera system designed help users take fantastic photos everyday moments lives. powerful 48mp main camera enables super-high-resolution photos 2x telephoto option give users total three optical zoom levels - like third camera. iphone 15 plus also introduces next generation portraits, making easier capture portraits great detail low-light performance. a16 bionic powerful, proven performance, usb c compatibility excellent durability features, iphone 15 plus truly powerhouse.",0.8402,0.9862
"Apple iPhone 12 Pro, 128gb, Graphite - Fully Unlocked (Renewed)",3.6,1059,367.01,"[{""specification_name"":""storage"",""specification_value"":""128GB""},{""specification_name"":""color"",""specification_value"":""Graphite""}]",iPhone,284,46,65,120,544,330,"fully unlocked compatible carrier choice e.g. at&t, t-mobile, sprint, verizon, us-cellular, cricket, metro, etc. . , inspected guaranteed minimal cosmetic damage, noticeable device held arm length. , successfully passed full diagnostic test ensures like-new functionality removal prior-user personal information. , tested battery health guaranteed minimum battery capacity 80%.","fully unlocked compatible carrier choice e.g. at&t, t-mobile, sprint, verizon, us-cellular, cricket, metro, etc. . inspected guaranteed minimal cosmetic damage, noticeable device held arm length. successfully passed full diagnostic test ensures like-new functionality removal prior-user personal information. device come headphones sim card. include charging cable may generic. tested battery health guaranteed minimum battery capacity 80%.",0.0,0.0
Apple iPhone 16 Pro Max - 1 TB - Desert Titanium - Unlocked,4.0,4254,1730.92,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A3084""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""3.1 in""}]",iPhone,797,105,190,382,2780,902,"built apple intelligence - personal, private, powerful , fast fluid camera control , pro studio pocket 4k 120 fps dolby vision 4 studio-quality mics , extra-thin borders even larger display , a18 pro chip powers unrivaled intelligence unprecedented performance , huge leap battery life","camera control gives easier way quickly access camera tools. take perfect photo video record time. iphone 16 pro max takes video capture whole new level 4k 120 fps dolby vision, highest resolution frame rate combo yet. 4 studio-quality mics audio mix lets adjust way voices sound videos using three different voice options, pro studio pocket. plus iphone 16 pro max adds second 48mp camera pro camera system. new 48mp ultra wide camera advanced quad-pixel sensor super-high-resolution 48mp proraw heif photos autofocus. all-new a18 pro chip powers unrivaled intelligence unprecedented performance huge leap battery life, 33 hours video playback. iphone 16 pro max features grade 5 titanium design new, refined microblasted finish. internal substructure back glass optimizations design improvements dissipate heat enabling run high-intensity gaming longer. iphone 16 pro max splash, water, dust resistant latest-generation ceramic shield material two times tougher smartphone glass. thinnest borders yet, even larger displays. built apple intelligence, personal intelligence system helps write, express yourself, get things done effortlessly designed protect privacy every step.",0.9062,0.9821
Apple Iphone 15 Pro 5g - 128gb - Blue Titanium- Spares And Repairs - U888,4.4,15211,1633.0,"[{""specification_name"":""Platform"",""specification_value"":""iOS""},{""specification_name"":""Frequency"",""specification_value"":""120 Hz""},{""specification_name"":""Approx. weight"",""specification_value"":""187 g""},{""specification_name"":""Resolution"",""specification_value"":""460 PPP""},{""specification_name"":""Processor"",""specification_value"":""A17 PRO""}]",iPhone,1307,322,589,1105,11888,1629,"45 c operating temperature t-t 0. , 35 c operating relative humidity h-h 5. , 95% operating altitude 0. , 3000 weight & dimensions depth 8.","apple iphone 15 pro 128gb blue titanium compact device excellent cameras. thanks powerful a17 pro chip, even demanding apps respond quickly play 3d games without slowing down. take sharp photos every situation 3 cameras. telephoto lens, zoom 3 times without losing quality. give new action button function. make quickly open camera, example. quickly control apps like spotify via dynamic island, menu top screen. 128gb storage, regularly delete apps photos. choose 256gb storage, that. like watch movies series large screen choose iphone 15 pro max. iphone 15 series usb-c port, use old lightning accessories anymore.",0.0,0.9611
Apple iPhone 15  - 256 GB - Blue - Unlocked,4.6,19401,895.32,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A2846""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Water-resistant, splash-resistant, dust-resistant""},{""specification_name"":""Width"",""specification_value"":""2.8 in""}]",iPhone,1039,222,531,1384,16225,1261,"all-day battery life , dynamic island , tough around , display shines bright sunlight , 48mp main camera , night mode , front camera autofocused , 4k hdr videos , magical portraits , a16 bionic chip","apple iphone 15 features color-infused back glass stunning, textured matte finish, contoured edge aluminum enclosure. furthermore, dynamic island, advanced camera system designed help users take fantastic photos everyday moments lives. powerful 48mp main camera enables super-high-resolution photos 2x telephoto option give users total three optical zoom levels - like third camera. iphone 15 also introduces next generation portraits, making easier capture portraits great detail low-light performance. a16 bionic powerful, proven performance, usb c compatibility excellent durability features, iphone 15 truly powerhouse.",0.6124,0.9862
Apple iPhone 7 - 32gb - Silver - AT&T,4.4,5651,84.22,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A1778""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""67.1 mm""}]",iPhone,305,148,382,1145,3671,453,"key features. , low-light photography great low-light camera better clicks. , chipset solid quad-core chipset drives everything faster. , design impressive overall design looks feels cool. , battery life improved battery life watching videos regular use.","entire enclosure reengineered, iphone 7 first water resistant iphone. protected like never spills, splashes, even dust. home button iphone 7 advanced solid-state button designed durable, responsive, pressure sensitive. working tandem new taptic engine, gives precise tactile feedback press. even customizable. welcome home. iphone 7 released september 16, 2016.",0.946,0.8658
Apple iPhone 15 Pro Max - 256 GB - Blue Titanium - Unlocked,4.6,25875,960.75,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A2849""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""3 in""}]",iPhone,1908,335,682,1634,21316,2243,"a17 pro chip harness power apple advanced chip, delivering next-level speed performance apps games. , 256gb storage store content ease, high-resolution photos 4k videos apps, ample space digital life. , ios 17 get access latest ios features, security updates, exclusive apple services seamless experience.","apple launched iphone 15 pro max september 2023. iphone 15 pro max one four models 17th-generation iphone lineup. complete 17th-generation lineup also includes iphone 15, iphone 15 plus, iphone 15 pro. iphone 15 pro max features include always-on 6.7 super retina xdr display promotion, apple a17 pro chip, 1tb storage. new features introduced iphone 15 pro max include usb-c support usb 3, improved rear camera system, action button.",0.7506,0.8807
"Apple iPhone 8 Plus - 64 GB, Space Grey",4.5,16736,148.2,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A1897""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""78.1 mm""}]",iPhone,1042,334,592,2140,12628,1376,"beautiful ever 5.5 retina hd display , durable glass ever iphone , sealed water dust resistance , stunning photography f 1.8 f 2.8 aperture 12 mp camera , take videos next level 4k recording","iphone 8 plus comes 5.5 super retina hd display employing first oled screen rises standards iphone durable glass front back surgical-grade stainless steel, wireless charging water dust resistance. cameras calibrated augmented reality, new portrait lighting feature comes standard, videos recorded ultra hd. also takes advantage modern technology, utilising wireless charging. made possible a11 bionic, state-of-the-art technology neural engine, faster cpu adaptive recognition.",0.7579,0.7096
Apple iPhone 14 Pro - 128 GB - Deep Purple - T-Mobile,4.6,12919,787.96,"[{""specification_name"":""Dimensions (Overall)"",""specification_value"":""5.81 Inches (H) x 2.81 Inches (W) x .31 Inches (D)""},{""specification_name"":""Connection Type"",""specification_value"":""Apple Lightning Connector""},{""specification_name"":""Megapixels"",""specification_value"":""48 MP""},{""specification_name"":""Data Storage Capacity"",""specification_value"":""128GB""},{""specification_name"":""Screen Resolution"",""specification_value"":""2556 x 1179""}]",iPhone,586,228,462,1242,10401,814,"dimensions overall 5.81 inches h x 2.81 inches w x .31 inches , weight 7.27 ounces , product model apple iphone 14 pro , camera features face detection technology, geotagging, auto focus, panorama mode, ultra wide angle lens , electronics features always-on display, dual esim, wireless charging, super retina xdr display, quick charge, haptic feedback , megapixels 48 mp , operating system apple ios , screen resolution 2556 x 1179","new apple iphone 14 pro. always-on display. all-day battery life. innovative 48mp camera advanced quad-pixel sensor mind-blowing detail 4xthe resolution. cinematic mode shoots 4k hdr 24 fps film industry standard.. powered ultimate smartphone chip. safety features including emergency sos via satellite, crash detection call help t.",0.5994,0.6249
Apple iPhone 14 Unlocked (A2881) - 5G 128GB / Blue,4.6,25277,663.35,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A2881""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""2.8 in""}]",iPhone,1311,367,768,2433,20398,1678,"beautiful durable design amazing battery life , powerful camera upgrades enabled photonic engine , crash detection emergency sos via satellite , a15 bionic brings incredible performance , powerful connection capabilities , designed minimize impact environment","iphone 14 features sizes - 6.1 inches sophisticated design impressive camera upgrades groundbreaking safety capabilities. iphone 14 takes stunning photos video powerful camera system featuring main front truedepth cameras, ultra wide camera unique perspectives, photonic engine - enhanced image pipeline. model includes a15 bionic chip 6-core gpu, offers incredible performance efficiency demanding workloads, designed privacy security built in. iphone 14 critical safety capabilities crash detection emergency sos via satellite. amazing battery life, good durability features, super-fast 5g, iphone lineup advanced ever before.",0.8505,0.9683
Apple iPhone 12 128GB Gsm/cdma Fully Unlocked - Black,3.5,3343,455.79,"[{""specification_name"":""Technology"",""specification_value"":""5GLTE""},{""specification_name"":""Dual SIM"",""specification_value"":""Yes""},{""specification_name"":""SIM Card Type"",""specification_value"":""Dual SIM (nano-SIM and eSIM)""},{""specification_name"":""Water Resistant"",""specification_value"":""IP68""},{""specification_name"":""Touch Screen"",""specification_value"":""Yes""}]",iPhone,893,202,203,376,1669,1095,"mobile frequencies 5g sub-6 ghz mmwave 4x4 mimo. , gigabit lte 4x4 mimo laamain display resolution 2532-by-1170-pixelrear camera camera. , dual 12mp camera system main ultra wide cameras. , main 1.6 aperture. , ultra wide 2.4 aperture 120 field view. , portrait mode advanced bokeh depth control. , portrait lighting six effects natural, studio, contour, stage, stage mono, high-key mono . , optical image stabilization main . , seven-element lens main fi...","pre-owned mobile device 3rd party inspection process ensures pre-owned mobile devices inspected, cleaned, wiped free software ensure like new quality. parts accessories would included new device included. accessories original suitable replacements. push possible pre-owned apple iphone 12. featuring super speedy a14 bionic chip exquisite edge-to-edge oled display, able see -- like streaming high-quality video capturing crisp images dual 12mp camera system complete night mode incredible low-light shots .",0.5423,0.9571
Apple iPhone 6s Plus - 64 GB - Space Gray - AT&T - GSM,4.5,18602,71.68,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A1634""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Width"",""specification_value"":""77.9 mm""},{""specification_name"":""Depth"",""specification_value"":""7.3 mm""}]",iPhone,722,365,922,2803,13790,1087,"powered a9 chip smooth functionality , touch id adds layer personalized security phone , capture beautiful videos 4k resolution 12 mp rear camera","stand speed security iphone technology continues stay ahead curve, different 6s plus. upgrading previous a8 chip processor, iphone 6s plus boasts powerful a9 chip m9 motion coprocessor. day-to-day operations speed up, processor also supports newest high-quality games. operate highest level. isight rear-facing camera takes 12 megapixel photos tons new features, including 4k ultra hd resolution video, world, especially smartphone standards. forget front-facing camera - facetime hd camera shoots 5 megapixel photos, making selfies even better.",0.743,0.8144
"Apple iPhone 11 Pro, 256GB, Midnight Green - Unlocked (Renewed)",3.4,779,268.73,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A2160""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof, spill-resistant""},{""specification_name"":""Width"",""specification_value"":""2.8 in""}]",iPhone,215,61,57,76,370,276,"pro camera system , expanded field view , ultra hd video , night mode , super retina xdr display , faster face id","capture stunning moments apple iphone 11 pro 256gb . triple-camera system boasts ultra wide, wide, telephoto lenses, enabling shoot epic videos photos. night mode ensures vibrant low-light shots, super retina xdr display showcases hdr movies shows exceptional clarity. powered a13 bionic chip, device delivers lightning-fast performance gaming, ar, photography. enjoy all-day battery life enhanced water resistance, making ultimate choice demand best.",0.5994,0.9545
Apple iPhone 12 Pro Max - 256 GB - Gold - AT&T,4.8,587,809.94,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A2342""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""3.1 in""}]",iPhone,8,3,12,60,504,11,"key features. , design beautiful sleek design flatter edges. , display whether watching netflix series playing power game, love every pixel screen. , 5g 5g internet brings faster internet connectivity reality makes phone future-proof many years come. , magsafe magsafe technology great job magnetically attaching accessories.","experience ultimate smartphone technology apple iphone 12 pro max. stunning device features generous 6.7-inch super retina xdr display, providing immersive viewing experience like never before. powerful a14 bionic chip, expect lightning-fast performance seamless multitasking. capture professional-quality photos videos iphone 12 pro max advanced camera system. 12mp triple-camera setup includes wide, ultra-wide, telephoto lens, allowing capture every detail precision. plus, night mode deep fusion technology, low-light photos come clear vibrant. 256gb storage, plenty space store photos, videos, apps. thanks durable ceramic shield front cover, iphone 12 pro max protected drops scratches. stay connected day long-lasting battery life enjoy convenience wireless charging. elevate smartphone experience apple iphone 12 pro max.",0.9371,0.9775
iPhone XR 128GB White - Verizon - Apple,4.5,57723,139.1,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A1984""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""3 in""}]",iPhone,3002,1106,2352,7307,43956,4108,"supports 4g lte connectivity provide lightning-fast data voice services , take crisp pictures 12 mp high quality rear camera , engineered face id feature offers added security easy unlocking","iphone xr features precision-machined 7000 series aerospace-grade aluminum frame wraps around all-glass enclosure durable glass used iphone xs. glass body, qi-based wireless charging supported, device features ip67 water resistance keeping safe splashes spills. iphone xr features larger display iphone 8 plus, smaller body falls 5.8-inch iphone xs 6.5-inch iphone xs max. apple designed new liquid retina display iphone xr, 6.1-inch lcd 1792 x 828 resolution spans edge-to-edge top bottom minimal bezels. iphone xs, home button iphone xr adopts swipe-based navigation system introduced iphone x. iphone xr released september 12, 2018.",0.7783,0.7717
Apple iPhone 14 - 256 GB - Purple - Unlocked,4.6,25277,780.03,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A2649""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""2.8 in""}]",iPhone,1311,367,768,2433,20398,1678,"stunningly yours. , bring light. , keeps going, going. , safety first. , buy iphone 14 reebelo.","longest battery life ever. new main camera improved image processing let capture even sensational shots kinds light especially low light. whether filming hiking rocky trail chasing kids park, try action mode smooth handheld videos. safety features including emergency sos via satellite, crash detection call help t.",0.4215,0.228
Apple iPhone 11 Pro Max - 256 GB - Midnight Green - Verizon - CDMA/GSM,4.6,19310,421.06,"[{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A2161""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof, spill-resistant""},{""specification_name"":""Integrated Components"",""specification_value"":""Front-facing camera, voice recorder, stereo speakers, navigation, digital player, triple rear-facing camera""},{""specification_name"":""Width"",""specification_value"":""3.1 in""}]",iPhone,823,350,563,1867,15707,1173,"enhance viewing experience 6.5 touchscreen display , experience lag-free gaming a13 chip , battery capacity 3969 mah uninterrupted usage","iphone 11 pro. right amount everything. new dual camera system captures see love. fastest chip ever smartphone day battery life let charge less. highest quality video smartphone makes memories look better ever. all-new triple-camera system ultra wide, wide, telephoto . 20 hours video playback. water-resistant depth 4 meters 30 minutes 5.8- 6.5-inch super retina xdr display. pro cameras. pro display. pro performance.",0.0,0.9001
Apple iPhone 14 Plus - Blue - 128 GB - Unlocked,4.6,11030,727.59,"[{""specification_name"":""Screen Size"",""specification_value"":""6.7 inches""},{""specification_name"":""Front-Facing Camera"",""specification_value"":""12 megapixels""},{""specification_name"":""Rear-Facing Camera"",""specification_value"":""12 megapixels""},{""specification_name"":""Ultrawide Camera"",""specification_value"":""12 megapixels""},{""specification_name"":""Year of Release"",""specification_value"":""2022""}]",iPhone,565,154,289,1152,8870,719,available,"apple launched iphone 14 plus september 2022. iphone 14 plus one four models make 16th generation iphone lineup, includes iphone 14, iphone 14 pro, iphone 14 pro max. iphone 14 plus shares many features iphone 14, except larger size 6.7 super retina xdr display. key features include apple a15 bionic chip, 512gb storage, 5g cellular connectivity. iphone 14 plus launched ios 16 new features include longer battery life, photonic engine better images, crash detection, emergency sos via satellite.",0.0,0.6908
Pre-owned Apple iPhone XR 64gb Fully Unlocked (Verizon + Sprint + GSM Unlocked) - Red + LiquidNano Screen Protector (Refurbished: Fair),4.5,57723,217.96,"[{""specification_name"":""Processor Brand"",""specification_value"":""Apple""},{""specification_name"":""Display Technology"",""specification_value"":""Retina Display""},{""specification_name"":""Phone Feature"",""specification_value"":""Water-Resistant""},{""specification_name"":""Resolution"",""specification_value"":""828 x 1792 pixels""},{""specification_name"":""Native Resolution"",""specification_value"":""828 x 1792 pixels""}]",iPhone,3002,1106,2352,7307,43956,4108,available,"liquid retina - introducing advanced lcd industry. all-new liquid retina. innovative engineering allows stretch display corners. result all-screen design - largest lcd ever iphone - still fits comfortably hand. picture worth trillion operations. iphone xr camera system harnesses unprecedented power neural engine ability perform five trillion operations per second. together apple-designed isp, works like world fastest photographer assistant help turn pictures showstoppers. whole new level intelligence. a12 bionic, next-generation neural engine, delivers incredible performance. uses real-time machine learning transform way experience photos, gaming, augmented reality, more. security made simple. sophisticated technologies - truedepth camera system, secure enclave, neural engine - make secure facial authentication ever smartphone. even faster easier use. resists water dust. durable front glass smartphone, sealed precision-fitted aerospace-grade aluminum band, helps create enclosure water resistant 1 meter 30 minutes. iphone xr even resists spills coffee, tea, soda, more.",0.0,0.9891
Apple iPhone 12 mini - 256 GB - White - AT&T,4.5,16816,343.89,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A2176""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""2.5 in""}]",iPhone,1044,376,647,2205,12544,1420,"like new product showing signs use. b good , good cosmetic condition light scratches. c good light scratches signs wear tear. fair , deep scratches dents","apple unveiled iphone 12 mini virtual event october 13th. smallest iphone 2020 lineup, iphone 12 mini equipped features larger iphone 12, comes much compact form factor roughly size iphone 7. iphone 12 mini features 5.4-inch oled display, 5g, better drop protection, improved water resistance, magsafe magnetic charging, powered a14 bionic chip premium siblings. camera, find primary wide secondary ultra-wide cameras back, along lastest features like portrait mode, night mode, smart hdr 3, ability record dolby vision hdr video.",0.91,0.9081
Apple iPhone 14 Pro 128GB Gold,4.6,12919,1657.71,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A2890""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""2.8 in""}]",iPhone,586,228,462,1242,10401,814,"3x better low-light photos ultra wide camera , 2x better low-light photos main camera , 2x better low-light photos telephoto","apple iphone 14 pro one greatest phones ever made, full host features, services extras everything could hope smartphone - plus lot more. features low weight 200g, huge 6.1in display, come memory 1tb, enough data might need store it. phone quite simply full package, latest smartphone technology small package going love carrying around. amazed phone get it. take look see features full glory find exactly might want get apple iphone 14 pro.",0.8271,0.9597
Apple iPhone 14 Pro Max - 128 GB - Deep Purple - Unlocked,4.7,19277,762.08,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A2651""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""3.1 in""}]",iPhone,813,224,529,1430,16281,1037,"iphone 14 pro max. , impressive displays. , super-fast. super-efficient. , upgrade safety. , crash detection feature calls help detects serious car crash.","iphone 14 pro max one four models make 16th generation iphone lineup launched september 2022. three models lineup include iphone 14, iphone 14 plus, iphone 14 pro. key features iphone 14 pro max include 6.7 super retina xdr display promotion technology, apple a16 bionic chip, 1tb storage, 5g cellular connectivity. iphone 14 pro max launched ios 16 new features dynamic island, longer battery life, photonic engine better images, crash detection, emergency sos via satellite. iphone 14 lineup dropped support physical sim cards instead supports dual esim.",0.4767,0.8834
"Apple iPhone 11 Pro Max, 256GB, Midnight Green",4.6,19310,659.94,"[{""specification_name"":""Product Type"",""specification_value"":""iPhone 11 Pro Max""},{""specification_name"":""Screen Size"",""specification_value"":""6.5\""""},{""specification_name"":""Processor"",""specification_value"":""A13 Bionic Chip""},{""specification_name"":""Operating System"",""specification_value"":""iOS 13""},{""specification_name"":""Water-Resistant"",""specification_value"":""Yes""}]",iPhone,823,350,563,1867,15707,1173,"capture special moments 12 mp truedepth camera , a13 bionic chip provides smooth efficient multitasking , water-resistant construction helps reduce risk damage","right amount everything. new dual-camera system captures see love. fastest chip ever smartphone all-day battery life let charge less. highest-quality video smartphone makes memories look better ever. all-new triple-camera system ultra wide, wide, telephoto . 20 hours video playback. water-resistant depth 4 meters 30 minutes 5.8- 6.5-inch super retina xdr display. pro cameras. pro display. pro performance.",0.4215,0.9001
Apple iPhone 12 mini - 128 GB - Blue - Verizon,4.5,16816,237.18,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A2176""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""2.5 in""}]",iPhone,1044,376,647,2205,12544,1420,"5g superfast, download movies fly, stream higher-quality video facetime hd cellular lots less lag , a14 bionic pushes possible like crunching trillions operations neural engine , super retina xdr display delivers brighter brights, darker blacks, higher resolution everything look , wide ultra wide cameras night mode - better ever capturing incredible low-light shots , night mode slew great features like deep fusion, smart hdr 3, dolby vision recording, front camera , privacy built face id data leave iphone never backed icloud anywhere else","iphone 12 mini packs big features 5.4-inch design. 5g download movies fly stream high-quality video. beautifully bright compact super retina xdr display. ceramic shield 4x better drop performance. incredible low-light photography night mode cameras. cinema-grade dolby vision hdr video recording, editing, playback. powerful a14 bionic chip. new magsafe accessories easy attach faster wireless charging. big news mini.",0.9648,0.9584
Restored Apple iPhone 15 Pro - Fully Unlocked - 256 GB Black Titanium (Refurbished),4.4,15461,1106.7,"[{""specification_name"":""Processor Brand"",""specification_value"":""Apple""},{""specification_name"":""Resolution"",""specification_value"":""2556x1179""},{""specification_name"":""Processor Speed"",""specification_value"":""2.11 GHz""},{""specification_name"":""Native Resolution"",""specification_value"":""2556 x 1179""},{""specification_name"":""Cell Phone Type"",""specification_value"":""Smart Phones""}]",iPhone,1326,322,607,1220,11986,1648,available,"first iphone feature aerospace grade titanium design making lightest pro models ever. featuring a17 pro chip. monster win gaming. mobile games look feel immersive, incredibly detailed environments realistic characters. iphone 15 pro camera, multiple focal lengths work with. like seven pro lenses pocket, everywhere go.",0.0,0.743
Apple iPhone 15 Plus 256GB 6.7 Yellow,4.6,5918,1318.48,"[{""specification_name"":""Type of plug"",""specification_value"":""Plug EU""},{""specification_name"":""Internal Memory"",""specification_value"":""256 GB""},{""specification_name"":""Operating System"",""specification_value"":""iOS""},{""specification_name"":""IP rating"",""specification_value"":""IP68""},{""specification_name"":""Compatible"",""specification_value"":""Windows""}]",iPhone,316,69,141,409,4983,385,"35 cstorage temperature t-t -20 , 45 coperating relative humidity h-h 5 , 95%operating altitude0 , 3000 mpackaging contentac adapter includednocables includedusb type-c usb type-c","apple iphone 15 plus features color-infused back glass stunning, textured matte finish, contoured edge aluminum enclosure. furthermore, dynamic island, advanced camera system designed help users take fantastic photos everyday moments lives. powerful 48mp main camera enables super-high-resolution photos 2x telephoto option give users total three optical zoom levels - like third camera. iphone 15 plus also introduces next generation portraits, making easier capture portraits great detail low-light performance. a16 bionic powerful, proven performance, usb c compatibility excellent durability features, iphone 15 plus truly powerhouse.",0.0,0.9862
"Apple iPhone XS Max, 256GB, Gold - Fully Unlocked",4.5,10881,628.37,"[{""specification_name"":""Carrier"",""specification_value"":""GSM & CDMA Unlocked""},{""specification_name"":""Display Size"",""specification_value"":""6.5 inches""},{""specification_name"":""Phone Model"",""specification_value"":""iPhone""},{""specification_name"":""Cellular Connectivity"",""specification_value"":""4G LTE Fully Unlocked""},{""specification_name"":""Operating System"",""specification_value"":""iOS 14""}]",iPhone,596,253,521,1128,8383,849,"fully unlocked compatible carrier choice e.g. at&t, t-mobile, sprint, verizon, us-cellular, cricket, metro, etc. .","fully unlocked compatible carrier choice e.g. at&t, t-mobile, sprint, verizon, us-cellular, cricket, metro, etc. . device come headphones sim card. include charger charging cable may generic, case ul mfi made iphone certified. inspected guaranteed minimal cosmetic damage, noticeable device held arms length. successfully passed full diagnostic test ensures like-new functionality removal prior-user personal information. tested battery health guaranteed minimum battery capacity 80%.",0.0,0.0
